FID,Departamento,Provincia,Municipio,Asiento_Electoral,Id_Localidad,Tipo_Circunscripcion,Latitud,Longitud,Tipo_Urbano_Rural,Estado,Geometry_X,Geometry_Y
1928,Oruro,Sabaya,Sabaya,Concepción Comujo,3750.0,Uninominal,-19.210485,-68.389946,Rural,Habilitado TSE,-68.389946,-19.210485
1929,Oruro,Sabaya,Sabaya,Nueva España Buen Retiro Ayllu Zacari Sabaya Frontera Marka,4431.0,Uninominal,-19.115985,-68.329969,Rural,Habilitado TSE,-68.329969,-19.115985
1930,Oruro,Sabaya,Coipasa,Coipasa,2180.0,Uninominal,-19.276825,-68.278115,Urbano,Habilitado TSE,-68.278115,-19.276825
1931,Oruro,Sabaya,AIOC Uru Chipaya,Chipaya,2181.0,Especial,-19.041741,-68.089619,Rural,Habilitado TSE,-68.089619,-19.041741
1932,Oruro,Sabaya,AIOC Uru Chipaya,Ayparavi,2182.0,Especial,-19.032646,-67.914507,Rural,Habilitado TSE,-67.914507,-19.032646
1933,Oruro,Sabaya,AIOC Uru Chipaya,Vestrullani,2917.0,Especial,-19.075375,-68.081041,Rural,Habilitado TSE,-68.081041,-19.075375
1934,Oruro,Saucarí,Toledo,Toledo,2183.0,Uninominal,-18.181289,-67.406232,Urbano,Habilitado TSE,-67.406232,-18.181289
1935,Oruro,Saucarí,Toledo,Catuyo,2189.0,Uninominal,-18.488723,-67.502821,Rural,Habilitado TSE,-67.502821,-18.488723
1936,Oruro,Saucarí,Toledo,Central Jauso,3353.0,Uninominal,-18.392385,-67.405102,Rural,Habilitado TSE,-67.405102,-18.392385
1937,Oruro,Saucarí,Toledo,Sica Ullami,3025.0,Uninominal,-18.435838,-67.46666,Rural,Habilitado TSE,-67.46666,-18.435838
1938,Oruro,Saucarí,Toledo,Culluri,2187.0,Uninominal,-18.266356,-67.542068,Rural,Habilitado TSE,-67.542068,-18.266356
1939,Oruro,Saucarí,Toledo,Challavito,2186.0,Uninominal,-18.029035,-67.597632,Rural,Habilitado TSE,-67.597632,-18.029035
1940,Oruro,Saucarí,Toledo,Chocarasi,2188.0,Uninominal,-18.374163,-67.511038,Rural,Habilitado TSE,-67.511038,-18.374163
1941,Oruro,Saucarí,Toledo,Chuquiña,2185.0,Uninominal,-17.803005,-67.468546,Rural,Habilitado TSE,-67.468546,-17.803005
1942,Oruro,Saucarí,Toledo,Toma Toma,3427.0,Uninominal,-17.945686,-67.495406,Rural,Habilitado TSE,-67.495406,-17.945686
1943,Oruro,Saucarí,Toledo,Cari Cari,2191.0,Uninominal,-18.296134,-67.289278,Rural,Habilitado TSE,-67.289278,-18.296134
1944,Oruro,Saucarí,Toledo,Alto Saucari,2184.0,Uninominal,-18.156319,-67.637908,Rural,Habilitado TSE,-67.637908,-18.156319
1945,Oruro,Saucarí,Toledo,Kulluri,3133.0,Uninominal,-18.1406,-67.59203,Rural,Habilitado TSE,-67.59203,-18.1406
1946,Oruro,Saucarí,Toledo,Untavi,2190.0,Uninominal,-18.656224,-67.3547,Rural,Habilitado TSE,-67.3547,-18.656224
1947,Oruro,Saucarí,Toledo,Challa Cruz,2192.0,Uninominal,-18.503142,-67.405119,Rural,Habilitado TSE,-67.405119,-18.503142
1948,Oruro,Saucarí,Toledo,Collpa Huma,2193.0,Uninominal,-18.20446,-67.588819,Rural,Habilitado TSE,-67.588819,-18.20446
1949,Oruro,Saucarí,Toledo,Tijllacahua,3493.0,Uninominal,-18.099268,-67.617269,Rural,Habilitado TSE,-67.617269,-18.099268
1950,Oruro,Saucarí,Toledo,Villa Cruce,3705.0,Uninominal,-17.976805,-67.568976,Rural,Habilitado TSE,-67.568976,-17.976805
1951,Oruro,Saucarí,Toledo,Tres Cruces,3751.0,Uninominal,-18.025246,-67.37675,Rural,Habilitado TSE,-67.37675,-18.025246
1952,Oruro,Saucarí,Toledo,Central Molloco,4015.0,Uninominal,-18.403816,-67.490839,Rural,Habilitado TSE,-67.490839,-18.403816
1953,Oruro,Saucarí,Toledo,Comunidad Originaria San Geronimo de Jacha Ullami,4174.0,Uninominal,-18.443704,-67.43426,Rural,Habilitado TSE,-67.43426,-18.443704
1954,Oruro,Saucarí,Toledo,Machacamarca,4437.0,Uninominal,-18.384677,-67.321062,Rural,Habilitado TSE,-67.321062,-18.384677
1955,Oruro,Tomás Barrón,Eucaliptus,Eucaliptus,2194.0,Uninominal,-17.595961,-67.509614,Urbano,Habilitado TSE,-67.509614,-17.595961
1956,Oruro,Tomás Barrón,Eucaliptus,Amachuma,2195.0,Uninominal,-17.626432,-67.398903,Rural,Habilitado TSE,-67.398903,-17.626432
1957,Oruro,Tomás Barrón,Eucaliptus,Alcamarca,2811.0,Uninominal,-17.595815,-67.45221,Rural,Habilitado TSE,-67.45221,-17.595815
1958,Oruro,Tomás Barrón,Eucaliptus,Huancaroma,2812.0,Uninominal,-17.66376,-67.491456,Rural,Habilitado TSE,-67.491456,-17.66376
1959,Oruro,Tomás Barrón,Eucaliptus,Quelcata,2813.0,Uninominal,-17.560711,-67.48474,Rural,Habilitado TSE,-67.48474,-17.560711
1960,Oruro,Tomás Barrón,Eucaliptus,Machacamarca,2814.0,Uninominal,-17.642553,-67.357992,Rural,Habilitado TSE,-67.357992,-17.642553
1961,Oruro,Sur Carangas,Andamarca,Marka Andamarca,2197.0,Uninominal,-18.778794,-67.507413,Rural,Habilitado TSE,-67.507413,-18.778794
1962,Oruro,Sur Carangas,Andamarca,Orinoca,2198.0,Uninominal,-18.967591,-67.259837,Rural,Habilitado TSE,-67.259837,-18.967591
1963,Oruro,Sur Carangas,Andamarca,Eduardo Avaroa Marka,2199.0,Uninominal,-18.87212,-67.499923,Rural,Habilitado TSE,-67.499923,-18.87212
1964,Oruro,Sur Carangas,Belén de Andamarca,Belén de Andamarca,2200.0,Uninominal,-18.817461,-67.641088,Urbano,Habilitado TSE,-67.641088,-18.817461
1965,Oruro,Sur Carangas,Belén de Andamarca,Cruz de Huayllamarca,2203.0,Uninominal,-18.740963,-67.755791,Rural,Habilitado TSE,-67.755791,-18.740963
1966,Oruro,Sur Carangas,Belén de Andamarca,Real Machacamarca,2202.0,Uninominal,-18.751484,-67.689764,Rural,Habilitado TSE,-67.689764,-18.751484
1967,Oruro,Sur Carangas,Belén de Andamarca,Calama,2201.0,Uninominal,-18.759043,-67.676219,Rural,Habilitado TSE,-67.676219,-18.759043
1968,Oruro,San Pedro de Totora,Totora,Totora,2204.0,Uninominal,-17.7927,-68.145362,Rural,Habilitado TSE,-68.145362,-17.7927
1969,Oruro,San Pedro de Totora,Totora,Huacanapi,2205.0,Uninominal,-17.860559,-68.039523,Rural,Habilitado TSE,-68.039523,-17.860559
1970,Oruro,San Pedro de Totora,Totora,Sora Sora,3029.0,Uninominal,-17.935138,-68.105115,Rural,Habilitado TSE,-68.105115,-17.935138
1971,Oruro,San Pedro de Totora,Totora,Marquirivi,2206.0,Uninominal,-17.954692,-67.973409,Rural,Habilitado TSE,-67.973409,-17.954692
1972,Oruro,San Pedro de Totora,Totora,Crucero,2208.0,Uninominal,-17.791113,-68.286453,Rural,Habilitado TSE,-68.286453,-17.791113
1973,Oruro,San Pedro de Totora,Totora,Romerocota,2207.0,Uninominal,-17.920017,-68.25616,Rural,Habilitado TSE,-68.25616,-17.920017
1974,Oruro,San Pedro de Totora,Totora,Vino Huta,3026.0,Uninominal,-17.850244,-68.234066,Rural,Habilitado TSE,-68.234066,-17.850244
1975,Oruro,San Pedro de Totora,Totora,Villa Irpoco,3354.0,Uninominal,-17.874532,-68.330606,Rural,Habilitado TSE,-68.330606,-17.874532
1976,Oruro,San Pedro de Totora,Totora,Calazaya,2209.0,Uninominal,-17.662325,-68.297621,Rural,Habilitado TSE,-68.297621,-17.662325
1977,Oruro,San Pedro de Totora,Totora,Culta,2210.0,Uninominal,-17.972265,-68.040057,Rural,Habilitado TSE,-68.040057,-17.972265
1978,Oruro,San Pedro de Totora,Totora,Centro Revito,4018.0,Uninominal,-17.911333,-68.022138,Rural,Habilitado TSE,-68.022138,-17.911333
1979,Oruro,Sebastián Pagador,Santiago de Huari,Iscacollo,4532.0,Uninominal,-19.141647,-66.759075,Rural,Habilitado TSE,-66.759075,-19.141647
1980,Oruro,Sebastián Pagador,Santiago de Huari,Santiago de Huari,2211.0,Uninominal,-19.013064,-66.776922,Urbano,Habilitado TSE,-66.776922,-19.013064
1981,Oruro,Sebastián Pagador,Santiago de Huari,Guadalupe,2217.0,Uninominal,-19.151202,-66.743275,Rural,Habilitado TSE,-66.743275,-19.151202
1982,Oruro,Sebastián Pagador,Santiago de Huari,Condo  C (C.San Pedro de Condo),2212.0,Uninominal,-19.043656,-66.745236,Rural,Habilitado TSE,-66.745236,-19.043656
1983,Oruro,Sebastián Pagador,Santiago de Huari,Calacota,2815.0,Uninominal,-19.141822,-66.466315,Rural,Habilitado TSE,-66.466315,-19.141822
1984,Oruro,Sebastián Pagador,Santiago de Huari,Comunidad Indígena Originaria de Condo K,2213.0,Uninominal,-19.172643,-66.805866,Rural,Habilitado TSE,-66.805866,-19.172643
1985,Oruro,Sebastián Pagador,Santiago de Huari,Lagunillas,2216.0,Uninominal,-19.229304,-66.2739,Rural,Habilitado TSE,-66.2739,-19.229304
1986,Oruro,Sebastián Pagador,Santiago de Huari,Urmiri,2214.0,Uninominal,-19.227365,-66.719565,Rural,Habilitado TSE,-66.719565,-19.227365
1987,Oruro,Sebastián Pagador,Santiago de Huari,Vichaj Lupe,2215.0,Uninominal,-19.255067,-66.751568,Rural,Habilitado TSE,-66.751568,-19.255067
1988,Oruro,Sebastián Pagador,Santiago de Huari,Caico Bolivar,2218.0,Uninominal,-19.188931,-66.758207,Rural,Habilitado TSE,-66.758207,-19.188931
1989,Oruro,Sebastián Pagador,Santiago de Huari,Castilla Huma,2219.0,Uninominal,-19.14048,-66.71329,Rural,Habilitado TSE,-66.71329,-19.14048
1990,Oruro,Sebastián Pagador,Santiago de Huari,Uru Uru Llapa Llapani,3494.0,Especial,-19.010459,-66.820199,Rural,Habilitado TSE,-66.820199,-19.010459
1991,Oruro,Sebastián Pagador,Santiago de Huari,Villa Verde,3646.0,Uninominal,-19.118693,-66.769043,Rural,Habilitado TSE,-66.769043,-19.118693
1992,Oruro,Sebastián Pagador,Santiago de Huari,Lucumpaya,3647.0,Uninominal,-19.292705,-66.751055,Rural,Habilitado TSE,-66.751055,-19.292705
1993,Oruro,Sebastián Pagador,Santiago de Huari,Villa nazacara,3907.0,Uninominal,-19.180271,-66.493478,Rural,Habilitado TSE,-66.493478,-19.180271
1994,Oruro,Sebastián Pagador,Santiago de Huari,Belén de Challamayo,4175.0,Uninominal,-19.225019,-66.39661,Rural,Habilitado TSE,-66.39661,-19.225019
1995,Oruro,Mejillones,La Rivera,La Rivera,2221.0,Uninominal,-19.00407,-68.639891,Urbano,Habilitado TSE,-68.639891,-19.00407
1996,Oruro,Mejillones,Todos Santos,Todos Santos,2223.0,Uninominal,-19.013916,-68.718777,Rural,Habilitado TSE,-68.718777,-19.013916
1997,Oruro,Mejillones,Carangas,Carangas,2222.0,Uninominal,-18.940443,-68.625132,Urbano,Habilitado TSE,-68.625132,-18.940443
1998,Oruro,Nor Carangas,Santiago de Huayllamarca,Santiago de Huayllamarca,2224.0,Uninominal,-17.838237,-67.942738,Urbano,Habilitado TSE,-67.942738,-17.838237
1999,Oruro,Nor Carangas,Santiago de Huayllamarca,Romero Huma,2225.0,Uninominal,-17.865564,-67.91098,Rural,Habilitado TSE,-67.91098,-17.865564
2000,Oruro,Nor Carangas,Santiago de Huayllamarca,Llanquera Marka,2228.0,Uninominal,-17.990804,-67.693969,Rural,Habilitado TSE,-67.693969,-17.990804
2001,Oruro,Nor Carangas,Santiago de Huayllamarca,San Miguel,2227.0,Uninominal,-17.956038,-67.74885,Rural,Habilitado TSE,-67.74885,-17.956038
2002,Oruro,Nor Carangas,Santiago de Huayllamarca,Bella Vista Marka,2231.0,Uninominal,-18.054031,-67.638845,Rural,Habilitado TSE,-67.638845,-18.054031
2003,Oruro,Nor Carangas,Santiago de Huayllamarca,Belén de Choquecota,2229.0,Uninominal,-17.995624,-67.851122,Rural,Habilitado TSE,-67.851122,-17.995624
2004,Oruro,Nor Carangas,Santiago de Huayllamarca,Chuquichambi,2226.0,Uninominal,-17.908373,-67.806827,Rural,Habilitado TSE,-67.806827,-17.908373
2005,Oruro,Nor Carangas,Santiago de Huayllamarca,Chojñohuma,2232.0,Uninominal,-17.755862,-67.998406,Rural,Habilitado TSE,-67.998406,-17.755862
2006,Oruro,Nor Carangas,Santiago de Huayllamarca,Tunupa,2230.0,Uninominal,-17.808649,-67.885805,Rural,Habilitado TSE,-67.885805,-17.808649
2007,Oruro,Nor Carangas,Santiago de Huayllamarca,Puerto Ñequeta,2233.0,Uninominal,-17.791727,-68.020359,Rural,Habilitado TSE,-68.020359,-17.791727
2008,Oruro,Nor Carangas,Santiago de Huayllamarca,Mitma Marka,4167.0,Uninominal,-17.845945,-67.881725,Rural,Habilitado TSE,-67.881725,-17.845945
2009,Potosí,Tomás Frías,Potosí,Pati Pati,4568.0,Uninominal,-19.523817,-65.654482,Rural,Habilitado TSE,-65.654482,-19.523817
2010,Potosí,Tomás Frías,Potosí,Potosí,1494.0,Uninominal,-19.589248,-65.753491,Urbano,Habilitado TSE,-65.753491,-19.589248
2011,Potosí,Tomás Frías,Potosí,Tarapaya,1503.0,Uninominal,-19.474921,-65.798164,Rural,Habilitado TSE,-65.798164,-19.474921
2012,Potosí,Tomás Frías,Potosí,Comunidad de Paranturi,2889.0,Uninominal,-19.38778,-65.843358,Rural,Habilitado TSE,-65.843358,-19.38778
2013,Potosí,Tomás Frías,Potosí,Modragon,3030.0,Uninominal,-19.427676,-65.789581,Rural,Habilitado TSE,-65.789581,-19.427676
2014,Potosí,Tomás Frías,Potosí,Huari Huari,1506.0,Uninominal,-19.44984,-65.594791,Rural,Habilitado TSE,-65.594791,-19.44984
2015,Potosí,Tomás Frías,Potosí,Manquiri,1507.0,Uninominal,-19.428942,-65.718974,Rural,Habilitado TSE,-65.718974,-19.428942
2016,Potosí,Tomás Frías,Potosí,Chullchucani,1508.0,Uninominal,-19.4641,-65.63708,Rural,Habilitado TSE,-65.63708,-19.4641
2017,Potosí,Tomás Frías,Potosí,Santiago de Ockoruro,2741.0,Uninominal,-19.34093,-65.68793,Rural,Habilitado TSE,-65.68793,-19.34093
2018,Potosí,Tomás Frías,Potosí,Parantaca,3134.0,Uninominal,-19.41582,-65.67346,Rural,Habilitado TSE,-65.67346,-19.41582
2019,Potosí,Tomás Frías,Tinguipaya,Valero Ayllu Qollana Inairi,4616.0,Uninominal,-19.0494,-65.7665,Rural,Habilitado TSE,-65.7665,-19.0494
2020,Potosí,Tomás Frías,Tinguipaya,Thocra Pampa Alta,4462.0,Uninominal,-19.15219,-65.91331,Rural,Habilitado TSE,-65.91331,-19.15219
2021,Potosí,Tomás Frías,Tinguipaya,Tinguipaya,1495.0,Uninominal,-19.220189,-65.822477,Urbano,Habilitado TSE,-65.822477,-19.220189
2022,Potosí,Tomás Frías,Tinguipaya,Piquira,1496.0,Uninominal,-19.12002,-65.851221,Rural,Habilitado TSE,-65.851221,-19.12002
2023,Potosí,Tomás Frías,Tinguipaya,Jahuacaya,1498.0,Uninominal,-19.19718,-65.88607,Urbano,Habilitado TSE,-65.88607,-19.19718
2024,Potosí,Tomás Frías,Tinguipaya,Tacohuara,1499.0,Uninominal,-19.175715,-65.67658,Rural,Habilitado TSE,-65.67658,-19.175715
2025,Potosí,Tomás Frías,Tinguipaya,Actara,1500.0,Uninominal,-19.074334,-65.962072,Rural,Habilitado TSE,-65.962072,-19.074334
2026,Potosí,Tomás Frías,Tinguipaya,Isla,1502.0,Uninominal,-19.349795,-65.800063,Rural,Habilitado TSE,-65.800063,-19.349795
2027,Potosí,Tomás Frías,Tinguipaya,Foroctiri,2890.0,Uninominal,-19.131349,-65.737355,Rural,Habilitado TSE,-65.737355,-19.131349
2028,Potosí,Tomás Frías,Tinguipaya,Talula,3031.0,Uninominal,-19.246762,-65.714508,Rural,Habilitado TSE,-65.714508,-19.246762
2029,Potosí,Tomás Frías,Tinguipaya,Ankara,3136.0,Uninominal,-19.16599,-65.78885,Rural,Habilitado TSE,-65.78885,-19.16599
2030,Potosí,Tomás Frías,Tinguipaya,Utacalla,2817.0,Uninominal,-19.321808,-65.834984,Urbano,Habilitado TSE,-65.834984,-19.321808
2031,Potosí,Tomás Frías,Tinguipaya,Puca Punta,3135.0,Uninominal,-19.102389,-65.695822,Rural,Habilitado TSE,-65.695822,-19.102389
2032,Potosí,Tomás Frías,Tinguipaya,Vilapampa,3207.0,Uninominal,-19.026992,-65.909429,Rural,Habilitado TSE,-65.909429,-19.026992
2033,Potosí,Tomás Frías,Tinguipaya,Calazaya,3032.0,Uninominal,-19.089661,-65.941274,Rural,Habilitado TSE,-65.941274,-19.089661
2034,Potosí,Tomás Frías,Tinguipaya,Anthura,1497.0,Uninominal,-19.12422,-65.96957,Rural,Habilitado TSE,-65.96957,-19.12422
2035,Potosí,Tomás Frías,Tinguipaya,Tambo Leñas,3137.0,Uninominal,-19.247782,-66.082773,Rural,Habilitado TSE,-66.082773,-19.247782
2036,Potosí,Tomás Frías,Tinguipaya,kaquena Alta,3206.0,Uninominal,-19.113531,-65.924266,Rural,Habilitado TSE,-65.924266,-19.113531
2037,Potosí,Tomás Frías,Tinguipaya,Sayaca,3638.0,Uninominal,-19.098517,-66.039532,Rural,Habilitado TSE,-66.039532,-19.098517
2038,Potosí,Tomás Frías,Tinguipaya,Titimalla,3935.0,Uninominal,-19.163124,-65.940571,Rural,Habilitado TSE,-65.940571,-19.163124
2039,Potosí,Tomás Frías,Tinguipaya,Torotaka,4054.0,Uninominal,-19.068788,-65.846821,Rural,Habilitado TSE,-65.846821,-19.068788
2040,Potosí,Tomás Frías,Tinguipaya,Pucyupata,4085.0,Uninominal,-19.179538,-65.725264,Rural,Habilitado TSE,-65.725264,-19.179538
2041,Potosí,Tomás Frías,Yocalla,Comunidad Pampoyo,4659.0,Uninominal,-19.61999,-65.88882,Rural,Habilitado TSE,-65.88882,-19.61999
2042,Potosí,Tomás Frías,Yocalla,Yocalla,1509.0,Uninominal,-19.389903,-65.90907,Rural,Habilitado TSE,-65.90907,-19.389903
2043,Potosí,Tomás Frías,Yocalla,Totora  D,1505.0,Uninominal,-19.453014,-65.836086,Rural,Habilitado TSE,-65.836086,-19.453014
2044,Potosí,Tomás Frías,Yocalla,Turqui,2887.0,Uninominal,-19.407758,-65.978758,Rural,Habilitado TSE,-65.978758,-19.407758
2045,Potosí,Tomás Frías,Yocalla,Yurac Ckasa,1511.0,Uninominal,-19.355166,-66.019106,Rural,Habilitado TSE,-66.019106,-19.355166
2046,Potosí,Tomás Frías,Yocalla,Santa Lucia,1513.0,Uninominal,-19.548101,-65.849793,Rural,Habilitado TSE,-65.849793,-19.548101
2047,Potosí,Tomás Frías,Yocalla,Cayara,1514.0,Uninominal,-19.552837,-65.880372,Rural,Habilitado TSE,-65.880372,-19.552837
2048,Potosí,Tomás Frías,Yocalla,Chiracoro,1515.0,Uninominal,-19.60281,-65.901058,Rural,Habilitado TSE,-65.901058,-19.60281
2049,Potosí,Tomás Frías,Yocalla,El Molino,1504.0,Uninominal,-19.514628,-65.811453,Rural,Habilitado TSE,-65.811453,-19.514628
2050,Potosí,Tomás Frías,Yocalla,San Antonio,3033.0,Uninominal,-19.575635,-65.79658,Rural,Habilitado TSE,-65.79658,-19.575635
2051,Potosí,Tomás Frías,Yocalla,La Palca,4185.0,Uninominal,-19.542513,-65.833533,Rural,Habilitado TSE,-65.833533,-19.542513
2052,Potosí,Tomás Frías,Urmiri,Urmiri,1512.0,Uninominal,-19.385343,-66.064352,Rural,Habilitado TSE,-66.064352,-19.385343
2053,Potosí,Tomás Frías,Urmiri,Vacuyo,2818.0,Uninominal,-19.45478,-66.111904,Rural,Habilitado TSE,-66.111904,-19.45478
2054,Potosí,Tomás Frías,Urmiri,Puituco,1501.0,Uninominal,-19.31439,-66.091585,Rural,Habilitado TSE,-66.091585,-19.31439
2055,Potosí,Tomás Frías,Urmiri,Cahuayo,1516.0,Uninominal,-19.277008,-66.187182,Rural,Habilitado TSE,-66.187182,-19.277008
2056,Potosí,Bustillo,Uncía,Uncia,1517.0,Uninominal,-18.465944,-66.570243,Urbano,Habilitado TSE,-66.570243,-18.465944
2057,Potosí,Bustillo,Uncía,Wakuta,3139.0,Uninominal,-18.597428,-66.57319,Rural,Habilitado TSE,-66.57319,-18.597428
2058,Potosí,Bustillo,Uncía,Chillca Palca,3140.0,Uninominal,-18.630846,-66.484238,Rural,Habilitado TSE,-66.484238,-18.630846
2059,Potosí,Bustillo,Uncía,Comunidad de Choco Huayllamarca del Ayllu Aymaya,3141.0,Uninominal,-18.655656,-66.565448,Rural,Habilitado TSE,-66.565448,-18.655656
2060,Potosí,Bustillo,Uncía,Cala Cala,1529.0,Uninominal,-18.526522,-66.483648,Rural,Habilitado TSE,-66.483648,-18.526522
2061,Potosí,Bustillo,Uncía,Moroco Marca,3138.0,Uninominal,-18.672661,-66.529024,Rural,Habilitado TSE,-66.529024,-18.672661
2062,Potosí,Bustillo,Uncía,Lagunillas,3210.0,Uninominal,-18.543238,-66.416883,Rural,Habilitado TSE,-66.416883,-18.543238
2063,Potosí,Bustillo,Chayanta,Chayanta,1520.0,Uninominal,-18.460528,-66.443765,Urbano,Habilitado TSE,-66.443765,-18.460528
2064,Potosí,Bustillo,Chayanta,Panacachi,1521.0,Uninominal,-18.424148,-66.284367,Rural,Habilitado TSE,-66.284367,-18.424148
2065,Potosí,Bustillo,Chayanta,Aymaya,1522.0,Uninominal,-18.448465,-66.461018,Rural,Habilitado TSE,-66.461018,-18.448465
2066,Potosí,Bustillo,Chayanta,Amayapampa,1523.0,Uninominal,-18.487137,-66.387368,Rural,Habilitado TSE,-66.387368,-18.487137
2067,Potosí,Bustillo,Chayanta,Coataca,1524.0,Uninominal,-18.528634,-66.304801,Rural,Habilitado TSE,-66.304801,-18.528634
2068,Potosí,Bustillo,Chayanta,Irupata,1528.0,Uninominal,-18.407229,-66.40005,Rural,Habilitado TSE,-66.40005,-18.407229
2069,Potosí,Bustillo,Chayanta,Río Verde (Quila Quila),1519.0,Uninominal,-18.370246,-66.312022,Rural,Habilitado TSE,-66.312022,-18.370246
2070,Potosí,Bustillo,Chayanta,Nueva Colcha,1526.0,Uninominal,-18.301338,-66.375534,Rural,Habilitado TSE,-66.375534,-18.301338
2071,Potosí,Bustillo,Chayanta,Pichata,2891.0,Uninominal,-18.235215,-66.32736,Rural,Habilitado TSE,-66.32736,-18.235215
2072,Potosí,Bustillo,Chayanta,Quinta Pampa,3209.0,Uninominal,-18.2371,-66.353181,Rural,Habilitado TSE,-66.353181,-18.2371
2073,Potosí,Bustillo,Chayanta,Copana,3495.0,Uninominal,-18.478992,-66.238236,Rural,Habilitado TSE,-66.238236,-18.478992
2074,Potosí,Bustillo,Chayanta,Phusuta Pampa,3639.0,Uninominal,-18.506276,-66.378825,Rural,Habilitado TSE,-66.378825,-18.506276
2075,Potosí,Bustillo,Chayanta,Cocafaya,3893.0,Uninominal,-18.514849,-66.275355,Rural,Habilitado TSE,-66.275355,-18.514849
2076,Potosí,Bustillo,Llallagua,Llallagua,1530.0,Uninominal,-18.422985,-66.585443,Urbano,Habilitado TSE,-66.585443,-18.422985
2077,Potosí,Bustillo,Llallagua,Saca Saca,3387.0,Uninominal,-18.290703,-66.438351,Rural,Habilitado TSE,-66.438351,-18.290703
2078,Potosí,Bustillo,Llallagua,Comunidad Villa Arbolitos Cabildo Qollana del Ayllu Sikuya,3034.0,Uninominal,-18.401465,-66.48782,Rural,Habilitado TSE,-66.48782,-18.401465
2079,Potosí,Bustillo,Llallagua,Uyuni,3142.0,Uninominal,-18.289105,-66.476943,Rural,Habilitado TSE,-66.476943,-18.289105
2080,Potosí,Bustillo,Llallagua,Jachojo,1534.0,Uninominal,-18.348349,-66.661782,Rural,Habilitado TSE,-66.661782,-18.348349
2081,Potosí,Bustillo,Llallagua,Jisk'anqui,3496.0,Uninominal,-18.335267,-66.563569,Rural,Habilitado TSE,-66.563569,-18.335267
2082,Potosí,Bustillo,Chuquihuta Ayllu Jucumani,Chuquihuta,1527.0,Uninominal,-18.592331,-66.362557,Rural,Habilitado TSE,-66.362557,-18.592331
2083,Potosí,Bustillo,Chuquihuta Ayllu Jucumani,Tacopalca,3082.0,Uninominal,-18.643106,-66.341656,Rural,Habilitado TSE,-66.341656,-18.643106
2084,Potosí,Bustillo,Chuquihuta Ayllu Jucumani,Luluni,3172.0,Uninominal,-18.666788,-66.412215,Rural,Habilitado TSE,-66.412215,-18.666788
2085,Potosí,Cornelio Saavedra,Betanzos,Betanzos,1535.0,Uninominal,-19.553373,-65.453669,Urbano,Habilitado TSE,-65.453669,-19.553373
2086,Potosí,Cornelio Saavedra,Betanzos,Quivincha,1536.0,Uninominal,-19.546481,-65.376297,Rural,Habilitado TSE,-65.376297,-19.546481
2087,Potosí,Cornelio Saavedra,Betanzos,Buey Tambo,1540.0,Uninominal,-19.560911,-65.332505,Rural,Habilitado TSE,-65.332505,-19.560911
2088,Potosí,Cornelio Saavedra,Betanzos,Millares,1537.0,Uninominal,-19.428527,-65.180492,Rural,Habilitado TSE,-65.180492,-19.428527
2089,Potosí,Cornelio Saavedra,Betanzos,San Pedro de Colila,2830.0,Uninominal,-19.477632,-65.137951,Rural,Habilitado TSE,-65.137951,-19.477632
2090,Potosí,Cornelio Saavedra,Betanzos,Potongo Alto,2903.0,Uninominal,-19.39199,-65.24026,Rural,Habilitado TSE,-65.24026,-19.39199
2091,Potosí,Cornelio Saavedra,Betanzos,Media Luna,3148.0,Uninominal,-19.336283,-65.230594,Rural,Habilitado TSE,-65.230594,-19.336283
2092,Potosí,Cornelio Saavedra,Betanzos,Otuyo,1538.0,Uninominal,-19.486506,-65.230241,Rural,Habilitado TSE,-65.230241,-19.486506
2093,Potosí,Cornelio Saavedra,Betanzos,Tarija Cucho,1539.0,Uninominal,-19.490542,-65.333902,Rural,Habilitado TSE,-65.333902,-19.490542
2094,Potosí,Cornelio Saavedra,Betanzos,Siporo,1541.0,Uninominal,-19.360572,-65.461586,Rural,Habilitado TSE,-65.461586,-19.360572
2095,Potosí,Cornelio Saavedra,Betanzos,Mamahota,1542.0,Uninominal,-19.468326,-65.492315,Rural,Habilitado TSE,-65.492315,-19.468326
2096,Potosí,Cornelio Saavedra,Betanzos,Trapiche Alto,3280.0,Uninominal,-19.423008,-65.542674,Rural,Habilitado TSE,-65.542674,-19.423008
2097,Potosí,Cornelio Saavedra,Betanzos,Villa Trapiche,3036.0,Uninominal,-19.418231,-65.534784,Rural,Habilitado TSE,-65.534784,-19.418231
2098,Potosí,Cornelio Saavedra,Betanzos,Chillcani,3388.0,Uninominal,-19.482826,-65.527789,Rural,Habilitado TSE,-65.527789,-19.482826
2099,Potosí,Cornelio Saavedra,Betanzos,Potobamba,1543.0,Uninominal,-19.321123,-65.375034,Rural,Habilitado TSE,-65.375034,-19.321123
2100,Potosí,Cornelio Saavedra,Betanzos,Mariaca,1544.0,Uninominal,-19.418347,-65.356464,Rural,Habilitado TSE,-65.356464,-19.418347
2101,Potosí,Cornelio Saavedra,Betanzos,Vila Vila,1545.0,Uninominal,-19.351405,-65.334618,Rural,Habilitado TSE,-65.334618,-19.351405
2102,Potosí,Cornelio Saavedra,Betanzos,Mojo Poco,3035.0,Uninominal,-19.446499,-65.339196,Rural,Habilitado TSE,-65.339196,-19.446499
2103,Potosí,Cornelio Saavedra,Betanzos,Tirispaya,3083.0,Uninominal,-19.271671,-65.417254,Rural,Habilitado TSE,-65.417254,-19.271671
