FID,Departamento,Provincia,Municipio,Asiento_Electoral,Id_Localidad,Tipo_Circunscripcion,Latitud,Longitud,Tipo_Urbano_Rural,Estado,Geometry_X,Geometry_Y
332,Chuquisaca,Sud Cinti,Las Carreras,Impora,1451.0,Uninominal,-21.36126,-65.27929,Rural,Habilitado TSE,-65.27929,-21.36126
333,Chuquisaca,Sud Cinti,Las Carreras,La Torre (SC),1452.0,Uninominal,-21.2021,-65.2924,Rural,Habilitado TSE,-65.2924,-21.2021
334,Chuquisaca,Sud Cinti,Las Carreras,Lime,1453.0,Uninominal,-21.2043,-65.2624,Rural,Habilitado TSE,-65.2624,-21.2043
335,Chuquisaca,Sud Cinti,Las Carreras,Taraya,1454.0,Uninominal,-21.42857,-65.24155,Rural,Habilitado TSE,-65.24155,-21.42857
336,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Muyupampa,1456.0,Uninominal,-19.894332,-63.749934,Urbano,Habilitado TSE,-63.749934,-19.894332
337,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Iguembe,1458.0,Uninominal,-20.550914,-63.749397,Rural,Habilitado TSE,-63.749397,-20.550914
338,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Tentayapi,1460.0,Uninominal,-20.845645,-63.79869,Rural,Habilitado TSE,-63.79869,-20.845645
339,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Ticucha,1464.0,Uninominal,-19.623321,-63.824923,Rural,Habilitado TSE,-63.824923,-19.623321
340,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Cumandaiti,1465.0,Uninominal,-19.450189,-63.841417,Rural,Habilitado TSE,-63.841417,-19.450189
341,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,La Tapera,1466.0,Uninominal,-19.678559,-63.816225,Rural,Habilitado TSE,-63.816225,-19.678559
342,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Aguairenda,3246.0,Uninominal,-19.46924,-63.76873,Rural,Habilitado TSE,-63.76873,-19.46924
343,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Sapiranguimiri,1463.0,Uninominal,-20.09122,-63.76806,Rural,Habilitado TSE,-63.76806,-20.09122
344,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Itau,3892.0,Uninominal,-20.27766,-63.76336,Rural,Habilitado TSE,-63.76336,-20.27766
345,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Ity,3848.0,Uninominal,-19.59378,-63.76315,Rural,Habilitado TSE,-63.76315,-19.59378
346,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Monte Grande,4011.0,Uninominal,-19.26678,-63.884892,Rural,Habilitado TSE,-63.884892,-19.26678
347,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Taperillas,4211.0,Uninominal,-19.737051,-63.846415,Rural,Habilitado TSE,-63.846415,-19.737051
348,Chuquisaca,Luis Calvo,Villa Vaca Guzmán,Karatindi,4212.0,Uninominal,-20.65043,-63.760498,Rural,Habilitado TSE,-63.760498,-20.65043
349,Chuquisaca,Luis Calvo,TIOC Guaraní Chaqueño de Huacaya,Huacaya,1468.0,Uninominal,-20.744215,-63.66458,Rural,Habilitado TSE,-63.66458,-20.744215
350,Chuquisaca,Luis Calvo,TIOC Guaraní Chaqueño de Huacaya,Chimbe,2969.0,Uninominal,-20.64951,-63.55851,Rural,Habilitado TSE,-63.55851,-20.64951
351,Chuquisaca,Luis Calvo,TIOC Guaraní Chaqueño de Huacaya,Boycobo,1470.0,Uninominal,-20.699068,-63.657132,Rural,Habilitado TSE,-63.657132,-20.699068
352,Chuquisaca,Luis Calvo,TIOC Guaraní Chaqueño de Huacaya,Santa Rosa,1471.0,Uninominal,-20.487961,-63.525742,Rural,Habilitado TSE,-63.525742,-20.487961
353,Chuquisaca,Luis Calvo,TIOC Guaraní Chaqueño de Huacaya,Bororigua,3446.0,Uninominal,-20.5644,-63.633365,Rural,Habilitado TSE,-63.633365,-20.5644
